id,number,external_id,title,plot,poster,season_id,inserted_at,updated_at
252,12,24018,Kendo Killing,"Motorcycle racing in Osaka, Japan, puts a man's life in danger when he tries to wed a girl from a traditional Japanese family.",yDOfDJPBaB4Uafgz3fKScRzsTx3.jpg,12,2020-12-13 11:40:03,2021-04-21 18:21:48
253,13,24019,Death Goes Double Platinum,The members of an up-and-coming Latin instrumental band get an offer they can't refuse just when they are getting noticed by a more reputable company.,f0YPrVbCc7gMTqjX2GZAQmEfjpv.jpg,12,2020-12-13 11:40:03,2021-04-21 18:21:48
254,14,24020,Murder in Tempo,A much disliked singer gets a jolt from an electric guitar during a rehearsal for a rock concert benefit in Cabot Cove.,tMz8W0PyV1wHuSaVi4aeMZkAxcw.jpg,12,2020-12-13 11:40:03,2021-04-21 18:21:48
255,15,24021,The Dark Side of the Door,The victim of a childhood kidnapping sees more in the manuscript she is editing than coincidence would suggest.,k25JmEwAeBEsCqHIgKGLe8PD3p0.jpg,12,2020-12-13 11:40:03,2021-04-21 18:21:48
256,16,24022,Murder Among Friends,"A TV sitcom, Buds, turns out to be less friendly than the producer hoped.",zds5q1QcO9wJTbwQCQGoc8saKsD.jpg,12,2020-12-13 11:40:03,2021-04-21 18:21:48
257,17,24023,Something Foul in Flappieville,"The puppets are dancing to a different tune, much to the dismay of the young designer.",qWSk0CJJgEbSzai5jEo4EsHSym9.jpg,12,2020-12-13 11:40:03,2021-04-21 18:21:48
258,18,24024,Track of a Soldier,The scene is a guest lodge in the Grand Tetons. Two of the guests are hiding secrets. Who has the diamond?,z9t75AOtaVQk9iQ6Fl3MkrfW2yJ.jpg,12,2020-12-13 11:40:03,2021-04-21 18:21:48
259,19,24025,Evidence of Malice,Deputy Andy bought a house with numerous defects from the victim and emerges as the chief suspect.,3BDOT9ZnJwADzZBfjwXDJt3Rd5E.jpg,12,2020-12-13 11:40:03,2021-04-21 18:21:48
1,1,1478594,The Murder of Sherlock Holmes,"Former English teacher Jessica Fletcher travels to New York to celebrate the success of her debut novel, but when an unwanted guest is murdered at a costume party, she wishes she'd stayed home.",8QEmSqI8GYiDUCLtceHkOWZVJ7r.jpg,1,2020-12-13 11:39:59,2021-04-21 18:21:48
2,2,23796,Deadly Lady,"After a terrible storm, Stephen Earl's four daughters tell Sheriff Tupper that their father died while they were out on the boat. Jessica is only midly intrigued; she finds Ralph, the older gentleman who has offered to work for food, much more intriguing, especially since it is obvious he comes from money. The womens' stories about what happened on the boat change constantly, but once Ralph is found dead and later found to be Stephen Earl, Jessica has to help Amos wage through the inconsistencies in the four Earl daughters storylines to determine who killed their father and why.",vfnAKtu9nqvbDs1rj6GyPsoeo2N.jpg,1,2020-12-13 11:39:59,2021-04-21 18:21:48
87,21,23876,Deadpan,"Two critics take opposite views of a play based on one of Jessica's novels, 'Mainly Murder'. One is suspected of the murder of the other.",pdCj905spRbHS5bl2cTFkD3Gk3t.jpg,4,2020-12-13 11:40:01,2021-04-21 18:21:48
94,6,23949,Wearing of the Green,A Fletcher novel is the entree to a legendary actress who is a hermit refusing to meet anyone. The occasion is the theft of a famous tiara.,6su67oS2xVYAkzVUKI8ZTR0UheH.jpg,5,2020-12-13 11:40:01,2021-04-21 18:21:48
122,12,23931,Goodbye Charlie,"Three sets of people try to claim the body found on the railroad track--a nephew, a daughter and a wife. Jessica narrates this story.",1j1hoHQD1XhF8evJUrLhuAlfcGC.jpg,6,2020-12-13 11:40:01,2021-04-21 18:21:48
130,20,23939,Shear Madness,Jessica's cousin is left waiting at the church when her fianc̩e is murdered in a similar fashion to a murder 15 years ago for which her brother was blamed.,ykQTUY8FKyOMzfA0fe1IPmOpikn.jpg,6,2020-12-13 11:40:01,2021-04-21 18:21:48
263,23,24029,Mrs. Parker's Revenge,Jessica somehow gets tangled in a situation involving a deadly virus and an arms deal.,8EqW0Z5txXtvUz2sRrLtI8jbvyH.jpg,12,2020-12-13 11:40:03,2021-04-21 18:21:48
264,24,24006,Death by Demographics,"In San Francisco, a radio station's new manager is trying to change their image by firing every staff member who is past a certain age and playing music for teen-agers only.",haWPZ72rmLLoJ0KOSK9gqRQDC2K.jpg,12,2020-12-13 11:40:03,2021-04-21 18:21:48
225,6,23969,The Murder Channel,"In a friend's apartment, Jessica and her friends are amused by and then puzzled by the strange drama unfolding on TV.",c9mhbM2zYNNGxR22nlKU6vuTBc0.jpg,11,2020-12-13 11:40:03,2021-04-21 18:21:48
247,7,24013,Nan's Ghost (2),"Jessica is trapped in the rat-infested dungeon of an ancient Irish castle, but uses her ingenuity to get rescued and find the treasure and a murderer.",excRNgNwiCYwxh86YEQclMwtR7J.jpg,12,2020-12-13 11:40:03,2021-04-21 18:21:48
260,20,24026,Southern Double-Cross,Jessica is booked for a seminar in Australia when she gets word that she may have claim to an inheritance in the area--land used for sheep grazing. The natives are not all happy with this.,9iar5jZsu53cXE8BP84qmvAxwCt.jpg,12,2020-12-13 11:40:03,2021-04-21 18:21:48
67,1,23861,A Fashionable Way to Die,"Ooh la la! Jessica travels to gay Paris to spend some time with an old friend... and finds herself entangled in a case involving fashion, finance and murder.",s4e1.jpg,4,2020-12-13 11:40:00,2021-04-21 18:21:48
